class,text
neg,It's so sad but I can't function without my vyvanse.
neg,"I just dragged Kelly for this album and I let it play through one more time, now I like most of it. Where is my seroquel? Bipolar ass"
neg,"Release of Eliquis blood clot preventer story: (Reuters) The blood clot preventer Eliquis, sold by Pfizer Inc and Bristol-Myers Squib..."
neg,we're gonna be so fun once the both of us are on fluoxetine i'm tellin ya
neg,Cymbalta commercials make me want to kill myself.
neg,Not grown psuedo since Dec :) have grown lots of Staph & Aspergillous though. Will be having Fluclox rather than Cipro next time need orals.
neg,My dad needs some prozac
neg,@jasmintadlock Just got home. Mine is apparently pretty serious allergies that are on their way to a sinus infection. Got some Cipro...
neg,I wish my psych would stop fucking me and just put me on adder all vyvanse sucks dick
neg,#FDA Drug Safety Communication: FDA is investigating two deaths following injection of #Zyprexa Relprevv http://1.usa.gov/13Qt4eU 
neg,FROM JESSICA I have recently changed anti-depressants from cymbalta to zoloft...does anyone else get daily migraines from taking zoloft?
neg,It's worrying to find that so many people in the defense force being prescribe quetiapine to treat PTSD.
neg,Rivaroxaban Diary day 8. Left knee is much better. Right knee still painful. Back ache receding but suspect it will come back once in bed.
neg,I don't want to sound like a freakin' Cymbalta commercial. -Me to my therapist
neg,Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
neg,The D RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
neg,"@jortwine I had a patient ""allergic to all antibiotics expect Levaquin & Cleomycin (sic)"""
neg,@iniee_monster but I thought you loved me.... I guess I was wrong #depressed #cymbalta #feelinlikeshit </3
neg,@rachelagamboa CRIES AT THAT 'PAXIL' KID OMG
neg,"Cyclophosphamide""@Naijamedics: ✗ RT @peteagida: ""@Naijamedics: The drug known for causing hemorrhagic cystitis is? #medquiz""ciprofloxacin"""
neg,Just found out my infusion site 4 tysabri is in Christiana too..I feel monthly trips to Burlington coat factory or jersey might be necessary
neg,Depression hurts....cymbalta can help
neg,@Midgetgemelikey the SSRI title such as Prozac and fluoxetine are less likely to cause weight gain in the short term and possibly long term
neg,@prozac aw thxxxxx :)
neg,"From Pharmaceutical Approvals Monthly, the real story behind the delayed approval of $BMS/$PFE's Eliquis $ http://www.elsevierbi.com/publications/pharmaceutical-approvals-monthly/18/6/emeliquisem-approval-delayed-by-fraud-dispensing-errors-in-pivotal-trial …"
neg,My vyvanse is bout to be my best friend tomorrow
neg,“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” Banana anyone??!
neg,"Gotta fit time to this audit in, post TRUS biopsy infection and prophylaxitic ciprofloxacin regime!"
neg,No cymbalta?The D can help your depression
neg,Making an audiobook is a lot more work than I thought.... I need a throat lozenge... 8(
neg,"@disabledmedic as with all friends doing psych*, just ask if she'd like to try meds. Changed prescribing practice w one dose olanzapine!"
neg,@SoozSuze thanks and THANKS for the lozenge #lifesaver
neg,So duloxetine and pregabalin combination has been shown to work in #Fibromyalgia
neg,"I WISH I had a lozenge... I haven't got a sore throat, I just want to give it to my cab driver who is clearing his throat EVERY 20 SECONDS!"
neg,@kimbeeSD and here I am handing out haldol and geodon like it's candy
neg,Tysabri time #MS #MSWarrior #medicine #bigsmilespic.twitter.com/NeqJNxHJos
neg,Prozac can make it better
neg,"How am I still awake after 500 mg Seroquel, an Ambien XR, & two Ativan?"
neg,Cipro's Nutter Butter looks darn right delicious! @Broadsheet_Syd #perfectbiscuit #yum #snacktime
neg,@tedwardpaynus Very little is going to get in the way of their nicotine addiction.
neg,Filling prescription for Effexor. Turns out I can't keep up the rock star positivity (alone) forever. Hot flashes & no sleep = bad place.
neg,Honey lozenge. Nice
neg,"RT @shelleywood2 @CMichaelGibson: SAVOR Trial fails to meet primary EP, superiority of DPP-4 diabetes drug #Onglyza"
neg,@DanaDelikat This is my 2nd floxing which does not help. The first was 1990 and did not know then either-Cipro for pneumonia. Told poss. M.S
neg,@theotherrift I take seroquel in day wanna be my friend have to reply to me for me to notice it I get free long distance
neg,"if u aint got a lozenge, use some lime juice and swish it around or use rum or lime and honey"
neg,"@mattlearmouth my strongest Mnumsn memory: happily vomiting in their car park after a hefty, lozenge-shaped ""pudding"". #greatdays"
neg,Caffeine and nicotine are guna make me finish this paper
neg,It's been about 2 weeks since I cold-turkey quit taking 100mg desvenlafaxine every day for the past year. Didn't have any withdrawal
neg,how to use paxil for premature ejaculation LICENSED & Approved ...: how to use paxil for premature ejaculation :: online retailer of ...
neg,"Ciprofloxacin - how am I gonna used to? You taste bad, baby. </3"
neg,@harpoonani damn dude you’re always breaking bones. Get some boniva in you
neg,I'm opening a restaurant called anhedonia and all we're going to serve is diet root beer and old candy corn #zyprexa
neg,@Mr_DeezNuts the lozenge lol
neg,Take Tysabri? Live in Cambridge/Birmingham area? Happy to do media interview? We'd LOVE to hear from you. Pipe up. Get in touch #Tsybari
neg,RT @AMas92: Someone get @ThejaxShow a lozenge stat! <--nothing could help last night … nothing
neg,"@Kingkiidrauhl I can not remind me which I used, but this one looks like it: Fluoxetine <3"
neg,Aegerion Pharmaceuticals Receives Positive European CHMP Opinion for LOJUXTA(TM) (lomitapide) to Treat Homozygous ...http://ow.ly/lOFhy 
neg,@MattSweeney13 r u on vyvanse do you have a grandiose image of self
neg,@peekaywrites we use venlafaxine with our men having prostate cancer hormone hot flushes - not too many side effects x
neg,I'm losing my voice at the @Drexel Dragon Expo! #lozenge
neg,"N. meningitidis Proph: Rifampin 600mg PO BID x4doses, Ciprofloxacin 500mg PO x1 dose, & Cegrtriaxone 250mg IM x1 dose #FOAMed #MedEd #ABIM"
neg,And I share Cipro RT @ChristineRomans: Every morning @ChrisCuomo shares his tic tacs on the @newday set. Hint?
neg,Fun Facts: Do you know what Medications are 4 bipolar depression? Currently #FDA approve combo of #olanzapine & #fluoxetine
neg,#mentionatruefriend Sabril and Food :)
neg,Well back on humira plus steroids. Crap crap crap!!!!!
neg,Our exclusive weight loss teas contain super oolongs with 40x the Gamma-Aminobutyric acid content of regular green tea! Sophie Xx #diet
neg,@helloimmarta @mary_ey @prozac idk... are you thinking about some dates in particular?
neg,Humira looks like it can protect you from everything but ObamaCare! #BetterLivingThroughChemistry
neg,finally sitting down and writing these Thank You cards... #vyvanse #workgrind
neg,"Udh pintu koboy (ngoblak) ""@vickyvette: I've been in #porn for 10 years and am not on #Prozac or #Zoloft..... yet"""
neg,Fluoxetine. Opinions? #Epilepsy #Depression #Medication #MentalHealth
neg,@maxzumbrunn your nicotine addiction is why you have no money
neg,"Cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, & THOUGHTS OF SUICIDE"
neg,Comparison of 4 antipsychotics in patients over 40 with psychiatric disorders. quetiapine least safe http://1.usa.gov/14mFdY1  @MedClerkships
neg,Expecting increased concerns from patients on #Victoza #byetta & #januvia following #dispatches on @channel4 tonight. @rpharms
neg,Nicotine and alcohol saved my life #np
neg,"You're not going to find a pygmy on Paxil, I'll tell you that right now."
neg,@chelseeaaarosee Prozac my friend
neg,“@twitlessviolet: Fox news is so shitty lol too funny @KayleighNicoleJ” no need to head for the cymbalta
neg,Xarelto is one pill a day. Xarelto may cause uncontrollable bleeding. Ask your doctor about Xarelto.
neg,"@KarmaAsylum @JenlovesJordanK @lk_gillan I take Cymbalta and have not had any problems with it (knock on wood, @dannywood that is)"
neg,@EllisMate Sorry for jumpin ass man. Being sober gives me mood swings. Gotta double my dose of Paxil. Tired of this liver B.S.
neg,@DanieTreg Xanax is $17.60 for 50 mg. lasts me 3 or 4 weeks. Cymbalta has come from the samples cupboard for 8 weeks. And works.
neg,*big hug* RT @CupcakeCam: Omg!!! O_o just had the biggest scare ...almost just choked on a lozenge... :( tjat was scary!!!
neg,"If anyone wants vyvanse, hmu"
neg,Paroxetine & Cinnamon Toast Crunch
neg,"maaaaaam,, i dont want to drink cough lozenge :( that taste is very very awful :@"
neg,Just took some Vyvanse!! Let the cleaning and organizing feast begin!! #speed
neg,Humira+ metho 5mg< humira + metho 10 = humira + metho 20. #EULAR2013
neg,These nicotine lozenges taste like cardboard and I'm running late to work. Welcome to my Monday.
neg,"In one week, @annthepoet had a Tysabri infusion & an interview with ATOS regarding DLA. Guess which sucked the most? http://bit.ly/19Xs5i2 "
neg,Damn Mimi went off. But can we get her a throat lozenge please? #LHHATL
neg,I'm in desperate need of a throat lozenge.
neg,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpw 
neg,Vin Diesel needs a throat lozenge
neg,"@Js_Dark_Reality Olanzapine. the thing you want, it's olanzapine."
neg,@MickieJames @gailkimITSME I guess Robert forgot to give her her Prozac again...lol!!!
neg,a lozenge is a wasteland: tonguelike and dysfunctional
neg,Seroquel RT @callmedollar: Happy 36th Birthday to Kanye West! What gift are you bringing to the party?
neg,@OfficialAware well done!! I feel positive too as ive been off fluoxetine for over 6 mths!
neg,I think a 10mg tablet of generic olanzapine only cost about 30p when the brand name Lilly olanzapine cost about £2 for a 10mg tablet!
neg,"That article that I just retweeted is gold. ""Breaking a cymbal is no reason to reach for cymbalta"""
neg,Ain't nobody got nothin on Trazodone
neg,Dougados: Etanercept in nr-axial SpA positive trial - 12wks ASAS40 32% vs 15% PBO #spondylitis #EULAR2013
neg,Take some cymbalta and gtfo of my face
neg,"@CoCayne18 I think it all depends on the immune system but I'm not positive, I got diagnosed with Crohn's around the time the Enbrel"
neg,"Starting new medicine today, hopefully this one works. #vimpat"
neg,Do ANY of you on fluoxetine drink alcohol whilst on it? Because it says I can't but fuck that.
neg,"Oh go away, Humira commercial."
neg,I'm on my second lozenge.
neg,@sonjiacalit nope :) difflam is abt 20/lozenge. Orofar is a lot cheaper than others and very very effective.. :)
neg,Well I like nicotine.
neg,Ciprofloxacin 500mg tab XIV... S.2.d.d tab I p.c... What did p.c stand for? my perverted brain thought of 'post coitus' first #scumbagbrain
neg,I need a vyvanse. Right meow.
neg,100 mg's of seroquel and 20 mg's of valium and I'm still not tired.
neg,#Drug Discounts - Save up to 20% - #Pathmark - METOPROLOL SUCCINATE -
neg,Lol! Oh okay “@SimplyKamz nkooLEE ke throat lozenge... Well is supposed 2 be”
neg,I just hope my brain damage isn't permanent that the #tysabri can't help w/certain symptoms. Guess we'll see. #MSproblems
neg,@beckysrecovery I am now on olanzapine and my prolactin levels were checked and the level was withiin normal levels
neg,Any of my friends take Cymbalta? Did you have side effects when you started? Did they last long? #fibro #peripheralneuropathy
neg,today is the day i totally ditch zoloft and switch to paxil only
neg,Oohh RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
neg,@ZenobiaTettnang I totally get that Paxil doesn't work for everyone. I'm taking Paxil AND Welbutrin and still have days that suck.
neg,@thebookgirl985 Haha! I take Trazodone. Scared of Ambien.
neg,3 months to think about if I want to go on meds for Ankylosing Spondylitis. Prev took Enbrel/methotrexate combo with no relief.
neg,liquid Fluoxitine is the most disgusting substance I have ever tasted
neg,Going to ACT prep class without taking Vyvanse was a bad idea........
neg,I can't even remember the last time I was up this late. I took 400 mg of Trazodone. I should be passed out.
neg,@plussizepanda I had them on Venlafaxine baaaad. Now I am on Desvenlafaxine - much better!
neg,I want Mimi to get a throat lozenge and clear her throat. This raspy voice wears me thin
neg,I need mimi to clear her throat and suck on a lozenge
neg,I want to know if Phil Nicholson needs Enbrel to tie his shoes or to buy his kids a new BMW and a way into some Harvard prep school.
neg,@ithl123 @kjq515 oh oh oh oh! This is too fucking perfect...Look up olanzapine...Ola be curing mental disorders. Be healed! I cast thee out!
neg,@_connectedcare good read. Enbrel allows me 2 work at a great job w great benefits. Which allows me access to enbrel. Catch 22.
neg,Been taking 10 mg less Paxil for a few days. Do I seem different? What ? Shut up! Fuck you!
neg,"@r00shoes ""eh whatever"" was me for years on Paxil CR, years 14-18. Better than ""everything sucks I wanna die"" but I still had days like that"
neg,15.15 rivaroxaban diary day 24. Pains easing all the time. Didn't take Losartan yesterday. Will get BP and hopefully INR checked today.
neg,I hate it when I forget to eat before taking Vyvanse. :|
neg,@TraceyHampstead Mmm likin these knits Tracey..thinkin the massive pompom is a winner! I always say knittin is beta than prozac! #knitting
neg,$AMGN's old CEO overpaid for Enbrel & Vectibix. Will markets ding them tmrw for the $ONXX bid?
neg,FDA investigating two deaths after olanzapine injections: The unexplained deaths of two patients a few days af...http://bit.ly/16FAFOo 
neg,Go to urgent care & get some cipro. You'll be fine. RT @moorehn: Oh Em Gee. I think I just saw one of the Winklevii on 22nd and 6th.
neg,@me0wmixalot I was off the Cymbalta in 2 weeks
neg,"Is it just me, or do most of Superman's relatives have names taken from prescription drug commercials? Wasn't Xarelto is cousin?"
neg,"@saigeemariee damnnn that is a shit ton, you should take advantage of all that vyvanse in your system and write a novel or something hahaha"
neg,So wait..... what if you take Cymbalta............ BUT YOU HAVE NO DEPRESSION?
neg,Just played: Leave - Nicki Gonzalez - Moron Love(Paxil Rose)
neg,Next time ima say yep and from what I can tell you show signs of manic depression and need to be on geodon and depakote
neg,Getting mortal on ciprofloxacin
neg,Doc says will try to avoid surgery all we can.. But my options are running out & my bowel needs chance to heal. Humira/thioguanine work plz!
neg,"...to humanity of course. No mention of doing same to nicotine gum, lozenges, or crappy inhalers. Or banning fags that harm us & everyone..."
neg,Has #nigellalawson released a new throat lozenge yet? #saatchi #opportunist #nopublicityisbadpublicity
neg,I been knocked the fuck out yo. Like I took a Seroquel or sumn
neg,@reedreadweed them crazyyy ones like prob seroquel or crazier!
neg,@meglewellyn I've been on Tysabri since 2/07. If you want click on my site and send me an email. Will write back how you can start speaking.
neg,"Can you mail drugs overseas? Vyvanse, specifically."
neg,"@IvanRiches @epilepsyaction On tegretol/gabapentin.40 seizures in 3 mths.Tried sodium valproate,epilum,lamotrigine,frisium-refractory ep-sy"
neg,@DanaJGould Because sometimes I sing to my Paxil.
neg,@Jennanik Mine is on prozac now. Need a long term solution that does not involve injury.
neg,@SweetMcGurran thank you Ivy! I just remember I have to take my Prozac and refill my pill box >.< good lucky today though!:) #VoteMcGurran
neg,@ericmartsolf @Marth27 Gotta tell you Eric I love and enjoy you but I have seen your heart broken so many times on the soapsI I need Prozac.
neg,"@aptaim So get the septrin, cipro and cephalosporins out (forget nitrofurantion) -hmmm I think not. NNT of 17, but what was the NNH?"
neg,"Resident wanted to put pt on paroxetine, hubby told her Paxil would be better. She didn't seem to realize they were the same thing. #smh"
neg,"@JayMimzz .... Made from scratch .... No tobacco, No nicotine, No burning flames, No odors, and No Ashes .... MJZpic.twitter.com/CYBAdHjVr2"
neg,#Allergy #alert on the #antibiotic #clindamycin #Health #Canada warns that it contains #quetispine #fumarate aka #seroquel talk to your #MD
neg,@ThePlushGourmet what about cymbalta for nerve pain? Would it be an option?
neg,"@theetha_ Effexor, Lithium, Abilify, Trazodone, and Klonopin"
neg,@BespokePeter @mattjholding Fluoxetine..?! I just need one each day until Monday. I hate asking. I'm worried .
neg,What idiot named it prozac instead of sadvil
neg,Completely forgot I was on vyvanse and drank the whole night...
neg,"“@Brookiebabyy86: “@janokie_: depression hurts, cymbalta can help...”thanks janelle” I gotchu"
neg,Even when I have nothing to do I feel like I should take my vyvanse so I don't feel so worthless #unproductive #vyvanseproblems
neg,@HollyTrolleyy that and vyvanse. By ourselves.... #partyanimals
neg,Just out of psychiatrist appt. had sertraline dose raised&started on olanzapine at night. Back next week.
neg,Mek yuh hook pon mi love like it ah nicotine
neg,"Nicotine and faded dreams, baby just believe there's no one else like me"
neg,"Another example of how actual drug sales often fall far short of projections - Eliquis $613M in 2016, not billions; http://www.businessweek.com/news/2013-06-13/pfizer-s-two-new-top-pills-not-selling-as-fast-as-company-hoped …"
neg,Dr sent a new antibiotic for my upper respiratory infection. Levofloxacin 500mg. Hope this one helps. Z-pack just couldn't cut it.
neg,almost chocked on a lozenge
neg,Qny experience of olanzapine anyone? May be going on it instead of quetiapine
neg,Done eating fluoxetine
neg,#FDA Drug Safety Communication: FDA is investigating two deaths following injection of #Zyprexa Relprevv http://1.usa.gov/13Qt4eU 
neg,@IamCarrieeeeee Not eating that badly but portions Prob too big. Quetiapine a factor. Think I'd be ok with gentle exercise but not vigorous
neg,L O L -RT “@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.”
neg,"@wheatie_87 e cigs do have nicotine in them, but the only thing exhaled by someone smoking them is water vapor. Totally non-toxic"
neg,"Cool, the Humira commercial just made me lose my appetite."
neg,RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
neg,Pfizer & BMY are applying for approval to use Eliquis for treating venous thromboembolism VTE.
neg,Linagliptin reduced hypoglycemia risk vs. glimepiride | Endocrinology: Endocrinology | CHICAGO — Linagliptin w... http://bit.ly/17gnQdO 
neg,"I actually slept last night! Of course it took four times the Seroquel, earplugs, a sleep mask, a nature sound app, Lamotrigine & Lorazepam."
neg,also see: ruth's eyes in panels 2 and 4 which is what happens when badfeel happens in the middle of seroquel somnolence
neg,"@iandoctor That's the spirit Ian, I told you the paroxetine would work"
neg,"My next two Humira shots tomorrow. :-) At least it's early-ish, so it doesn't mess up the rest of my day."
neg,Have a fucking lozenge Judith or at least adjust your mic. RT @probablybram: Bird on the end needs a Soother #qanda
neg,Effexor(TM): the most important meal of the day!
neg,Drug used in treatment of traveller's diarrhea is: a-ampicillin b-amoxicillin c-co-trimoxazole d-ciprofloxacin Ans: Ciprofloxacin
neg,You on Prozac? Jk. RT @Brodinho: Am I the only one who likes the away keepers top? #LFC
neg,"Speaking of Vyvanse, mine is wearing off."
neg,"@monicaxann alright.. i'll prescribe you Fluoxetine,. maybe throw in some Buspirone?"
neg,“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.”
neg,This makes so much sense. RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac
neg,Chris Davis looks like he uses deer antler spray as a throat lozenge. #BlueJays #Orioles
neg,Quitting smoking: Licensed medications are effective: Nicotine replacement therapy and other licensed drugs can help people quit smok...
neg,Believe. Only you can change your own destiny. - Lozenge Magus [ Oracle Think Tank (Cardfight Vanguard) ]
neg,My breakfast of choice is a cup of Starbucks coffee with a side of 70mg Vyvanse.
neg,@T_Veiga @RealPengy It'll be fluoxetine.. the others don't match
neg,"Can I 2nd that?RT @Miciura @GaryJrBoston If you break anything this time, I'm going to smack you AND then get you a prescription for Boniva."
neg,"@mjr221B it's really a great drug, great that her insurance will cover as it costs a lot more than Zometa."
neg,"In my next relationship, i'm gonna make them take Xarelto because i wanna go to New Zealand"
neg,Depression medications mirtazapine and fluoxetine may increase a person's risk of developing Clostridium difficile infection (CDI) by as ..
neg,Spinkick your somber self with NEW Mountain Dew® Serotonin Smash! *cut to kid smiling manically* Is the Dew in You(R BRAIN) :contains Paxil:
neg,@leenewtonsays Eat a few marshmallows. They were originally invented as a lozenge for sore throats.
neg,"@SthrnPrepBitch vyvanse, the best of the best!"
neg,Humira lady.... is your psoriasis moderate or severe?!?!!?
neg,"For instance, my most recent searches include ""lamictal"", ""topomax"", and ""big fluffy fur coats""."
neg,I have enough vyvanse for all the.women who are afraid of coke.
neg,Its a Paxil kinda day :/
neg,@BigMikes_Wife those infections are constant for me so I take Azo yeast supp everyday esp in summer n Cipro RX after relations.
neg,just to update you guys.. been on paraxatine (Paxil) for ten days now and am feeling 40% less anxiety
neg,FREEDOM extension described: Denosumab for 7y in #osteoporosis vs PBO 3y+Denosumab 4y #EULAR2013
neg,@monty_dor thanks for the lozenge! I haven't ahemmed once today!........have you got any eye matchsticks?!
neg,"AstraZeneca/BMS's Onglyza safe but no better than placebo for cardiovascular outcomes, SAVOR results out http://bit.ly/10whXJU "
neg,"@LiteChild I guess I'm smart enough. You say messing, I say perturbing. I looked up Cymbalta withdrawal and can understand where you are..."
neg,you know whats a really good movie prozac nation
neg,does anyone else still drink while on fluoxetine?
neg,Uh oh! Humira is not a leader? Your thoughts? #TeamHumira #BetheBossCanada
neg,Self-injected humira for first time! fingers x'd it works #spondylitis #crohns
neg,"@lknamad #130531_귤자/prozac@naver.com,"
neg,"@JakeshapsCROHNS FOR ME, #Humira 4 #Crohns has been a nightmare - but that's how it can be w/ new #drugs & incurable illnesses. Stay PO ..."
neg,I need nicotine
neg,Depression hurts.. Cymbalta can help..
neg,I have officially lost 1 stone since commencing on Victoza! #win
neg,"Ahh lamotrigine, it would be bad not to take you, we'll I could miss a dose, but not several"
neg,this guy HAS to be on seroquel...
neg,Even when I have nothing to do I feel like I should take my vyvanse so I don't feel so worthless #unproductive #vyvanseproblems
neg,@jaw_3 Humira. I'm fine 98% of the time but once every few months I just have a bad week.
neg,I am the throat lozenge Gwede Mantashe refused.
neg,Can't sleep. No marijuana. Pop trazodone. @BigMouthBrandy
neg,Vyvanse will be the only thing getting me thru tomorrow... #cantsleep
neg,"Paxil can be fun, or so I heard. RT @SuperAaronBurr: @HeidiL_RN Yeah...zoloft is great..."
neg,Somalia going to war What? How? When? Get some prozac and sit your ass down!
neg,effexor and adderall together cheapdrugsedpillssc-specialhostcom/ #buy #cheap #pills #online... Buy Effexor Online> http://bit.ly/p3FKKV
neg,it all makes sense now the red pill in the matrix was really a 200 vyvanse
neg,"Feeling better on Paxil after 10 days, can't wait to see how i feel after 4 weeks! things are looking up, also been excersising going 4 walk"
neg,@OfficialEvix 1 Prozac a day
neg,I believe researchers studying alternative treatments have Not studied peppermint in lozenge form. I believe it would be proved to work
neg,the introduction of olanzapine is part of the fourth reich of nazis.
neg,Well damn..she basically threw the box at you! RT @PsychoMike_O: @Your_Fav no because she told Mr she's on cymbalta.
neg,"@helloimmarta @mary_ey @prozac yep, seems expensive uhm...we have to plan it, only this way we'll know how much it's going to cost"
neg,"Sliding down the surface of things. Keep the Venlafaxine, I'm done."
neg,Ate 5g of carbs for dinner. Fasting #bgnow is 311mg/dL. Victoza goes back to before bed. Probably doing insulin next visit.
neg,"$BIIB Price Increases for MS drugs Avonex by another 7.5%, third time in 12mo-> ↑19% Tysabri by another 9.4%, third time in 12mo-> ↑23%"
neg,$AMGN's old CEO overpaid for Enbrel & Vectibix. Will markets ding them tmrw for the $ONXX bid?
neg,"@QU0T3S4LYF3 it's not a narcotic, so you won't see the immediate effects or get that messed up feeling, it's like paxil, works over time"
neg,Rivaroxaban diary day 22. Won't take Losartan today or tomorrow. Have nurse appointment for Monday to get BP tested on Monday morning.
neg,"Novo Nordisk & #PaulaDeen ""have mutually agreed to suspend patient education activities for now"" (Deen endorses its diabetes drug Victoza)"
neg,Bruce Wayne: *Pre-puberty voice* Batman: *Needs throat lozenge*
neg,@Prozac101 Time for another Prozac !!
neg,Gotta sell some Xarelto today.
neg,"$FRX finally launches Namenda XR in US, 3 years after approval. Twice daily to once daily, but more importantly extends memantine franchise."
neg,This bitter lozenge is disgusting how can you even call yourself a lozenge
neg,@HopeGroves Medtronic is awesome! My hubby has their Baclofen pump to manage his post stroke tone & spasticity. 6 years next month!
neg,@BurberryWife lamictal has a black box warning for rash? And they titrate you slowly. No side effects at all for me. Bad migraine today.
neg,@buterasrauhl Go purchase some Cymbalta.
neg,Feel like crap and I have misplaced the last of my Paroxetine… Don't get more until Friday. Fuck.
neg,"While olanzapine is not known to directly cause teratogenic effects, the increased risk of impaired glucose tolerance and weight gain"
neg,I need a lozenge. Does anyone have a lozenge?
neg,Yay! Cymbalta is making me numb again.
neg,// Anybody here take Paxil? I have a few questions about side effects.
neg,"If you take Adderall or Vyvanse and you don't have a prescription, I'm sorry, but you're an idiot."
neg,"@Kate24Hrs_aDay often my description of the day after my Humira shot, too"
neg,the fact that I've been terrible about taking my night-time meds lately (which includes my paxil) is probably a secondary reason for feels.
neg,"Until then, Trazodone to the rescue #knockedout"
neg,"@Dr_B_PharmD well, how does their fibro feel with fluoxetine?"
neg,@rosariodawson bourgeois people! leaves and the natural bidet work fine!!! give me levaquin or a friend.
neg,The Fluoroquinolone Syndrome <-Have you experienced side effects from taking Quinolones antibiotics (e.g. Cipro) ?
neg,"Congrats to my Tysabri team! Hard work! RT @RTCAgency: We just won a Silver #addyaward for Digital Media, video! Congrats team! #aafnational"
neg,"@jimrome Mom texted ""Mark in HollyWood"" ... I still have it in the air Who Ya Got? #SmackOff #Lozenge #siri #JStew #MyBitchWife #SmackOff"
neg,@oscli I stopped taking 40mg Fluoxetine (without GP's say so) by forgetting to take it over 4 weeks ago now - feel surprisely ok
neg,Two things: A. I have so many shows to catch up on. 2. How long does Levaquin take to work?
neg,"Popular antidepressants Zoloft, Prozac and Paxil can lower libido and prevent orgasms"
neg,"TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers). #TravelSkills"
neg,Can anyone give me a vyvanse? I got you next week
neg,"We represent people injured by dangerous drugs & vaccines including: SSRI drugs: Paxil, Zoloft, Effexor, Celexa, Lexapro, & Prozac."
neg,Antacids can be used for the treatment of ciprofloxacin overdosage or toxicity!!...#getfamiliar
neg,Nicotine & faded dreams
neg,@Wolfrum Courageous blog post! -- takes some courage to decide to stop Paxil. My family has struggled with anxiety disorders. Good luck!
neg,@bakerwrite @KarenCousineau @MarkNeJame I guess. I don't know why but I don't find it fun anymore. (Maybe I need Paxil)
neg,@pickleslife What an effin great life we lead.....................not! #quetiapine
neg,"a pneumothorax is a shibboleth: bibbed, prasugrel"
neg,@Healthy_Blonde meh half the time it doesn't knock me out. Trazodone is waaaaay better for sleep.
neg,The next time y'all see me I'm going to be on a Cymbalta commercial.
neg,"@koma11sen I went through all the oldies, also lamictal, seroquel, abilify, Zoloft, valium, and at least 20 others in my life. It's tough."
neg,does anyone know what kind of drug trazodone is
neg,Although I think he needs a throat lozenge.
neg,Yay! My prescription has been changed! Back down to 150mg venlafaxine and starting quetiapine :) sleeeeeeep!
neg,"On the humira comercial it says it can help relieve pain, so I said ""This dick can help you relieve pain"" Thought I'd share with the world."
neg,*overly dramatic tweets about how i feel after my first sleep with seroquel*
neg,"Italian Smarts! Alendronate, a medication to treat osteoporosis was developed by the pharmaceutical company Istituto Gentili in the..."
neg,"@Wolfrum I didn't think u did from reading your blog.. And u need a good weed man is all, fuck Paxil. #SourDiesel"
neg,@NayshaaaLove It's the 6MP.. My gi doc talked about Humira as well but I'm pretty sure I'm gonna be put on the other one..
neg,"Even worse. Think venlafaxine & morphine in an unpredictable ratio. RT @jlsamash: @DavidJuurlink don't forget tramadol, the other opioid."
neg,"OK, I'm pretty sure that missing 2 doses of fluoxetine (pure disorderliness/schedule fail) was responsible for my joint pain."
neg,"@DemandTyranny @GovChristie #guns or #FDA approved #Drugs? Elizabeth Bush, age 13, (#Paxil) was responsible for a school shooting"
neg,@fa9g0t lmao its better than the nicotine lozenges that loodite and brennan use to use
neg,@jonjonnyp mmm seroquel like britney
neg,LLY_$54.08_new data showing that FORTEO significantly increased lumbar spine volumetric bone mineral density (vBMD) compared to risedronate
neg,"We've updated several of our fact sheets, incl. this one on Adalimumab (Humira®) during #pregnancy /breastfeeding-http://ht.ly/mgFCe  "
neg,@JayElem00 u take Paxil? It's helped me. I can actually leave my house now.
neg,"Oh, epididymitis. You so cray. #levofloxacin"
neg,I wish Vyvanse was like a switch that I could turn on and off.
neg,"Xanax, flomax, lamictal, risperdal, and melatonin = My nightcap."
neg,[Drug Applications] FDA Issues Complete Response Letter for Xarelto (rivaroxaban) to Reduce the Risk of Stent... http://dlvr.it/3Zzywb 
neg,really have to get rid of all these adderall & vyvanse !!
neg,Time to take a seroquel then off I go ~ zZzZ
neg,FDA investigating unexplained deaths of two patients who got injections of the antipsychotic medication Zyprexa: http://lati.ms/m9ILe 
neg,This week has had so many highs and lows I might need to invest in a Paxil prescription.
neg,Sleep is for people who don't have anymore Vyvanse.
neg,@NicoleCaminiti or when your vyvanse wears off.
